timestamp,num_particles,iterations,w,c1,c2,best_value,setpoint_1,setpoint_2,setpoint_3,setpoint_4,setpoint_5,setpoint_6,setpoint_7,setpoint_8,setpoint_9,setpoint_10,setpoint_11,setpoint_12,setpoint_13,setpoint_14,setpoint_15,setpoint_16,setpoint_17,setpoint_18,setpoint_19,setpoint_20,setpoint_21,setpoint_22,setpoint_23,setpoint_24
20251117_222009,40,200,0.7,1.5,1.5,6.146969974078262,20.002808480769932,20.001927076938887,20.086480270545305,20.004811035535734,20.013935860377572,20.014360565025314,20.01037699076911,19.999676720650115,20.040887091908587,20.000067772353066,20.01164309749558,20.003553759465476,20.003065210969385,20.002996553807556,20.000862427853864,20.01221618323284,19.999461300023984,20.113823118057745,20.308322717074983,20.73445688954941,20.35902839524851,21.77496291104625,20.650678059252055,23.038143495888853
