timestamp,num_particles,iterations,w,c1,c2,best_value,setpoint_1,setpoint_2,setpoint_3,setpoint_4,setpoint_5,setpoint_6,setpoint_7,setpoint_8,setpoint_9,setpoint_10,setpoint_11,setpoint_12,setpoint_13,setpoint_14,setpoint_15,setpoint_16,setpoint_17,setpoint_18,setpoint_19,setpoint_20,setpoint_21,setpoint_22,setpoint_23,setpoint_24
20251117_222155,40,200,0.7,1.5,1.5,6.1488933765106495,20.00421088508108,20.001193464525713,20.002774599788037,20.010381720757803,20.025515377273454,20.02139477424723,20.039231769655615,20.004977351629016,20.014583970209802,19.999759836503994,20.00746699116828,20.015935499188178,20.002190731949693,20.074349997179585,20.001384146522135,20.001446248847596,19.998730250611658,20.107842981309034,20.19917014244759,20.81847310014403,20.59749312582825,21.844865552997934,22.481077033811104,21.87288597248661
